1	161
1	245
1	246
1	258
1	341
1	434
2	23
2	313
2	324
2	457
3	91
3	108
3	158
3	167
3	369
3	379
3	388
4	37
4	230
4	287
5	229
5	405
5	416
5	417
5	482
5	487
6	151
6	154
6	224
6	233
6	244
6	271
6	339
6	397
6	400
6	420
7	22
7	179
7	259
7	278
7	303
7	322
7	324
7	335
7	361
7	481
7	488
8	10
8	173
8	180
8	286
8	406
8	432
9	136
9	214
9	315
9	398
9	416
9	479
10	45
10	68
10	203
10	207
10	278
10	405
10	433
10	470
11	64
11	235
11	294
11	318
11	424
11	433
12	103
12	170
12	208
12	278
12	339
12	344
12	348
12	375
12	390
12	423
13	52
13	202
13	204
13	246
13	250
13	398
13	411
13	469
14	102
14	229
14	279
14	331
14	338
14	366
14	474
15	24
15	61
15	201
15	284
15	337
15	348
15	441
15	465
16	42
16	280
16	366
16	407
16	442
17	31
17	35
17	164
17	353
17	447
17	492
17	497
18	20
18	58
18	352
18	418
18	498
19	41
19	243
19	359
19	420
19	436
19	471
20	93
20	123
20	128
20	439
21	24
21	283
21	358
21	380
21	498
22	77
22	243
22	356
22	414
22	437
22	448
23	57
23	78
23	206
23	228
23	290
23	341
23	462
23	480
24	35
24	49
24	76
24	91
24	265
24	303
24	315
24	378
24	420
24	461
24	468
25	136
25	182
25	280
25	342
25	457
26	75
26	80
26	147
26	332
26	456
27	60
27	140
27	146
27	226
27	230
27	349
27	359
27	391
27	406
27	456
27	470
27	498
28	32
28	223
28	364
28	382
29	40
29	96
29	131
29	202
29	210
29	263
29	383
30	285
30	298
30	376
30	397
30	405
30	460
31	36
31	49
31	101
31	147
31	205
31	228
31	233
31	255
31	324
31	424
31	440
31	460
32	33
32	82
32	120
32	259
32	321
32	344
32	419
32	464
32	468
32	470
32	485
33	62
33	232
33	246
33	356
33	402
33	411
33	491
34	81
34	218
34	257
34	342
35	74
35	147
35	412
35	440
35	472
36	72
36	149
36	252
36	307
36	373
36	386
36	388
36	390
36	419
36	433
37	123
37	192
37	228
37	331
37	468
37	493
38	87
38	130
38	136
38	155
38	211
38	281
38	336
38	380
38	427
39	67
39	101
39	220
39	320
39	333
40	43
40	96
40	230
41	256
42	75
42	84
42	101
42	187
42	217
42	275
42	284
42	294
42	352
42	361
42	372
42	383
42	421
42	458
43	185
43	248
43	284
43	459
44	129
44	253
44	325
44	348
44	369
44	397
44	446
44	500
45	60
45	90
45	214
45	311
45	346
46	49
46	51
46	149
46	193
46	232
46	276
46	318
46	377
47	256
47	308
47	369
47	432
47	457
48	52
48	108
48	179
48	182
48	237
48	301
48	316
48	378
48	379
48	446
49	71
49	90
49	119
49	133
49	151
49	167
49	288
49	292
49	295
49	352
50	186
50	302
50	343
50	452
51	138
51	165
51	221
51	290
51	329
51	345
51	381
51	403
51	467
52	227
52	237
52	249
52	313
52	360
52	406
52	414
52	449
52	491
53	78
53	104
53	130
53	238
53	409
53	470
54	84
54	130
54	163
54	381
55	206
55	223
55	246
55	251
55	334
55	402
55	490
56	151
56	153
56	277
56	349
56	369
56	420
56	421
57	58
57	177
57	187
57	215
57	221
57	253
57	284
57	396
58	114
58	224
58	232
58	266
58	275
58	284
58	393
58	406
58	414
58	415
58	459
58	475
59	173
59	200
59	203
59	251
59	272
60	87
60	315
60	467
61	216
61	222
61	391
62	191
62	209
62	241
62	333
62	405
62	423
62	462
63	64
63	84
63	140
63	202
63	281
63	291
63	422
64	194
64	250
64	270
64	330
64	439
65	112
65	168
65	275
65	309
65	331
65	347
65	488
66	69
66	254
66	348
66	442
66	476
67	89
67	134
67	173
67	291
67	390
67	436
67	472
67	481
68	69
68	147
68	149
68	156
68	186
68	275
68	284
68	445
68	492
69	79
69	103
69	285
69	299
69	310
69	382
69	450
69	451
69	489
70	92
70	104
70	136
70	149
70	168
70	281
70	343
70	360
70	402
70	409
71	93
71	145
71	164
71	169
71	228
71	255
71	323
71	396
71	407
71	410
71	488
72	184
72	209
72	245
72	341
72	414
72	435
73	130
73	168
73	210
73	217
73	246
73	250
74	99
74	136
74	138
74	385
74	402
74	486
75	91
75	143
75	162
75	281
75	296
75	317
75	338
75	489
76	112
76	161
76	163
76	207
76	248
76	280
76	359
76	423
76	442
76	455
77	131
77	181
77	223
77	446
77	451
78	101
78	118
78	220
78	336
79	95
79	182
79	185
79	282
79	315
79	348
79	425
79	471
80	102
80	112
80	118
80	176
80	239
80	327
80	428
81	109
81	194
81	220
81	286
81	329
81	426
81	449
82	83
82	248
82	287
82	297
82	313
82	318
82	327
82	365
82	494
83	90
83	93
83	131
83	154
83	230
83	264
83	327
83	471
84	266
84	274
84	398
85	307
85	353
85	362
86	135
86	269
86	308
86	334
86	403
86	483
87	194
87	248
87	284
87	299
87	325
87	343
87	344
87	358
87	364
87	391
87	467
88	100
88	132
88	148
88	193
88	323
88	453
88	493
89	186
89	213
89	218
89	490
90	99
90	215
90	257
90	348
90	351
90	401
90	427
91	361
91	425
91	443
91	483
92	110
92	155
92	157
92	163
92	191
92	245
92	300
92	322
93	166
93	228
93	367
93	396
93	408
93	433
93	442
93	472
94	102
94	114
94	195
94	243
94	317
94	445
95	114
95	201
95	251
95	266
95	321
95	369
95	384
96	131
96	134
96	219
96	296
96	446
96	456
96	487
97	132
97	138
97	215
97	331
97	343
97	441
97	459
97	499
98	140
98	181
98	182
98	274
98	350
98	363
98	373
98	494
99	228
99	234
99	271
99	305
99	410
100	124
100	154
100	447
101	104
101	123
101	153
101	177
101	312
102	147
102	149
102	389
102	441
102	456
103	142
103	146
103	221
103	262
103	300
103	442
103	471
104	111
104	227
104	244
104	342
104	478
105	196
105	247
105	316
105	327
105	452
106	145
106	149
106	182
106	262
106	302
106	381
106	425
107	230
107	337
107	397
107	480
108	175
108	275
108	278
108	395
108	402
108	427
109	120
109	163
109	349
109	440
109	499
110	266
110	311
110	417
110	450
111	143
111	191
111	345
111	386
111	406
111	437
111	468
111	483
112	198
112	237
112	334
112	347
112	395
112	403
112	406
112	442
112	481
113	147
113	166
113	217
113	232
113	326
113	379
113	387
113	451
114	124
114	160
114	187
114	306
114	321
114	349
114	390
115	206
115	235
115	270
115	277
115	475
115	486
116	149
116	157
116	162
116	181
116	182
116	252
117	128
117	139
117	182
117	220
117	251
117	280
117	289
117	329
117	485
117	497
118	141
118	167
118	183
118	214
118	405
118	421
118	475
118	478
119	275
119	279
119	303
119	323
119	331
119	343
119	400
119	425
120	123
120	157
120	181
120	184
120	249
120	284
120	337
120	373
120	442
121	146
121	148
121	166
121	195
121	251
121	320
121	343
121	359
121	377
121	381
122	185
122	315
122	364
122	440
122	459
123	318
123	338
123	350
123	408
123	454
124	156
124	174
124	217
124	268
124	339
124	371
124	474
125	213
125	227
125	303
126	327
126	468
126	474
127	166
127	192
127	200
127	307
127	328
127	356
127	406
127	415
128	330
128	332
128	421
128	432
129	258
129	276
129	291
129	318
129	326
129	341
129	430
129	456
130	152
130	303
130	314
130	336
130	486
131	395
131	438
131	448
132	161
132	165
132	376
132	414
132	430
132	437
133	140
133	161
133	211
133	303
133	393
133	420
133	451
133	461
133	465
134	185
134	191
134	453
135	194
135	216
135	220
135	260
135	262
135	373
135	400
135	429
136	319
136	489
137	243
137	322
137	356
137	391
137	439
137	461
137	484
138	332
138	383
138	457
139	255
139	346
139	459
140	143
140	163
140	234
140	253
140	266
140	282
140	362
140	395
140	433
141	174
141	224
141	260
141	285
141	402
141	468
142	254
142	341
142	358
142	449
142	496
143	237
143	281
143	349
143	374
143	375
143	376
144	286
144	307
144	323
144	386
144	489
145	146
145	172
145	197
145	249
145	271
145	291
145	334
145	346
145	374
145	452
145	462
145	483
146	240
146	358
146	364
146	420
147	166
147	319
147	358
147	393
147	475
147	493
148	161
148	237
148	256
148	381
149	284
149	363
149	379
149	394
149	398
149	405
149	450
149	459
150	179
150	228
150	248
150	341
150	378
150	449
150	476
150	487
151	179
151	212
151	347
151	363
151	417
152	309
152	340
152	346
152	351
152	352
152	445
153	158
153	169
153	213
153	366
153	373
153	410
153	471
154	175
154	359
155	156
155	173
155	351
155	384
155	436
155	464
155	500
156	158
156	163
156	174
156	175
156	176
156	190
156	208
156	214
156	226
156	243
156	282
156	348
156	350
156	365
156	368
156	384
156	495
157	167
157	198
157	324
157	424
157	451
157	457
157	480
158	161
158	190
158	253
158	267
159	177
159	264
159	323
159	347
159	356
159	434
159	452
160	177
160	269
160	279
160	316
160	330
160	376
160	402
160	429
160	474
160	493
160	495
161	258
161	264
161	283
161	284
161	299
161	397
161	433
162	171
162	275
162	295
163	165
163	258
163	266
163	417
163	424
163	441
163	442
164	171
164	272
164	372
164	416
164	468
165	194
165	242
165	299
165	342
165	395
165	468
166	239
166	423
166	448
167	243
167	291
167	332
167	349
167	374
168	172
168	188
168	207
168	332
168	348
168	375
168	426
168	454
168	466
169	371
169	391
169	399
169	406
169	424
170	174
170	438
171	205
171	227
171	383
171	450
171	487
172	291
172	366
172	372
172	460
172	474
173	177
173	257
173	276
173	285
173	346
173	400
173	406
174	221
174	230
174	410
175	196
175	203
175	282
175	466
176	231
176	313
176	361
176	365
176	394
176	410
176	496
178	213
178	261
178	267
178	290
