1	27
2	7
2	19
2	24
2	31
2	37
2	43
3	20
3	30
3	32
4	5
4	30
5	11
5	13
5	22
5	24
5	36
5	40
5	41
5	43
5	47
6	8
6	36
7	10
7	18
7	24
7	47
8	12
8	29
8	32
8	40
8	47
9	11
9	33
9	43
9	45
10	12
10	39
10	50
12	23
13	18
13	21
13	34
13	35
14	35
14	48
15	32
15	34
15	41
15	47
16	29
17	28
17	38
18	23
18	34
19	28
19	46
20	35
20	38
21	28
21	48
22	25
22	30
22	33
23	28
23	30
23	33
23	36
24	28
24	49
25	40
28	35
28	38
28	44
28	48
29	31
29	40
29	44
31	48
31	49
32	37
33	34
33	46
33	49
35	38
35	43
35	44
36	44
37	46
38	42
39	41
41	43
42	46
42	48
43	49
44	49
45	50
46	48
