12,342
35,253
35,400
36,457
38,452
74,262
75,183
83,380
86,127
86,190
92,93
94,409
101,438
109,230
110,352
118,129
118,302
121,387
127,190
133,205
142,159
155,369
179,235
181,276
181,378
188,296
192,193
198,199
198,200
199,200
217,228
243,323
253,400
261,281
279,290
318,332
322,396
325,460
336,337
339,465
362,420
370,468
414,444
2,21
15,371
26,30
80,245
276,330
276,375
295,318
295,332
330,375
340,341
426,442
87,174
136,422
215,375
404,431
13,437
172,295
181,189
189,378
217,276
217,330
228,276
228,330
1,390
57,76
169,233
189,276
217,375
411,426
48,295
73,276
73,330
217,283
130,352
38,149
49,449
122,141
14,307
23,239
32,180
61,197
82,407
166,327
234,389
276,378
108,364
224,386
14,311
106,107
223,449
26,60
36,239
39,73
39,330
228,283
411,442
73,217
73,375
73,416
123,449
134,311
147,233
171,392
217,416
330,416
375,416
36,301
73,109
95,352
109,330
23,285
184,315
239,285
133,431
102,298
174,233
19,403
123,223
191,436
238,371
239,340
99,102
134,182
76,425
165,216
297,315
26,297
50,426
90,184
217,393
330,393
112,311
112,342
311,342
173,198
36,376
279,316
280,404
35,175
64,280
64,404
31,90
31,184
126,341
361,375
14,215
14,342
149,184
209,217
215,342
14,31
14,426
31,426
144,153
144,411
153,411
57,90
144,146
39,171
49,202
339,386
165,443
15,238
203,272
430,461
73,166
90,439
99,322
166,330
215,311
239,305
86,439
10,309
131,407
42,330
61,377
190,319
272,337
86,90
64,368
157,343
345,404
58,175
292,469
20,50
131,239
199,209
280,368
235,343
107,211
251,439
292,341
311,343
184,439
368,404
275,373
398,400
76,87
292,299
57,87
57,370
76,370
87,370
239,399
25,106
144,157
144,388
157,388
24,343
268,330
8,10
246,356
147,299
163,380
111,341
216,316
100,356
342,345
149,439
216,469
217,239
370,425
373,390
174,217
23,93
221,469
139,339
153,299
216,221
58,265
220,272
298,403
25,44
178,263
164,246
164,356
178,345
263,345
57,439
315,330
265,342
72,73
244,263
147,347
23,173
25,297
58,189
289,404
285,305
14,289
78,112
184,263
236,378
289,311
14,34
34,426
47,298
98,339
34,307
157,305
307,426
14,25
211,239
216,381
307,339
154,164
236,406
154,356
98,178
153,341
298,360
23,255
87,263
180,195
213,429
10,295
145,357
213,217
43,307
236,285
324,379
14,337
25,322
211,407
267,339
87,425
50,411
236,239
307,337
12,217
12,330
149,339
236,407
25,289
215,263
20,39
20,330
298,316
82,297
175,208
209,469
221,292
23,407
137,184
137,439
218,308
239,407
269,316
95,107
121,435
296,400
154,246
367,424
292,453
26,352
38,439
422,469
2,215
50,305
166,407
389,410
26,350
183,347
330,447
83,330
95,106
83,393
131,426
23,299
61,305
173,217
290,293
4,175
39,334
99,153
294,330
172,182
215,361
35,298
36,299
18,197
237,305
168,169
215,265
35,316
110,242
18,153
102,137
99,233
242,325
23,36
72,330
85,111
110,325
100,233
182,341
84,227
95,367
123,255
149,169
180,182
286,330
345,415
32,182
35,297
235,366
286,311
30,60
83,163
4,196
65,421
334,430
47,291
366,423
4,286
155,366
110,130
5,266
133,339
10,198
95,311
5,259
266,286
78,266
205,465
163,449
2,138
4,185
8,392
244,307
313,435
10,392
35,153
52,408
308,352
35,99
35,102
50,403
72,217
72,301
217,301
301,330
403,411
403,426
163,392
28,357
197,262
89,209
87,448
319,433
17,49
123,320
121,330
23,456
36,456
182,293
182,311
293,311
196,209
83,375
36,163
138,215
163,456
16,191
74,421
138,289
74,99
74,102
83,217
348,393
23,163
301,457
217,465
330,465
375,465
129,302
146,378
4,101
26,419
233,363
265,424
387,455
123,392
202,444
175,299
288,418
354,366
163,239
185,330
3,192
4,290
107,309
392,449
155,354
127,381
127,462
138,404
221,297
44,363
206,309
380,424
102,208
393,465
31,244
267,312
31,34
31,178
31,267
34,178
34,244
34,267
178,244
178,267
178,426
244,267
244,426
267,426
369,425
26,139
31,370
32,195
308,396
48,318
63,229
64,371
146,271
226,377
280,407
3,84
7,285
31,333
128,138
128,404
148,166
326,403
145,330
255,380
255,424
322,450
312,389
341,396
50,236
145,305
299,305
193,312
163,377
186,225
272,312
72,416
87,130
111,402
33,251
181,406
12,220
165,370
311,339
77,311
174,287
128,289
370,396
7,23
33,296
77,107
108,285
57,251
72,228
316,406
23,236
149,251
225,387
330,360
36,236
165,265
102,360
217,396
234,341
106,283
137,360
168,244
236,457
239,457
77,345
115,341
185,462
265,308
305,389
12,269
128,130
215,345
387,412
439,463
147,234
163,236
12,215
52,267
108,123
166,217
112,296
280,371
184,251
309,311
279,433
215,309
272,330
47,370
84,287
127,185
175,330
269,370
387,399
35,279
122,339
162,239
162,399
186,269
195,412
77,216
311,345
72,294
116,153
186,370
213,389
228,294
23,384
165,399
267,316
77,370
111,122
23,84
387,404
146,197
229,389
153,426
341,347
163,285
165,316
285,456
370,372
94,184
94,149
107,215
107,311
173,242
299,426
45,171
57,372
87,372
128,387
72,279
289,335
64,424
92,289
92,335
148,262
169,391
80,102
240,299
341,387
5,454
41,89
214,400
157,426
162,221
128,352
384,439
99,316
197,380
79,89
319,381
25,306
57,94
397,439
44,178
25,240
25,313
162,165
100,441
193,330
321,417
97,172
97,267
97,426
172,267
172,426
343,457
97,311
98,107
98,149
98,172
98,426
107,149
107,172
107,339
107,426
149,172
149,426
172,339
262,406
339,426
20,467
98,343
160,168
234,339
12,239
181,422
280,283
283,404
320,403
87,426
191,271
337,345
20,178
23,211
32,124
126,345
126,444
238,255
255,371
330,417
345,444
396,411
7,191
20,348
201,417
181,234
25,229
35,217
35,330
35,465
63,337
64,142
102,297
345,411
64,367
123,457
148,356
47,308
143,322
206,238
366,467
12,229
191,255
98,100
107,454
216,396
367,430
7,229
26,307
44,242
255,287
42,388
100,457
273,311
211,457
426,441
215,376
225,322
403,441
111,120
145,241
165,256
285,457
234,373
46,191
166,225
321,424
153,229
299,403
299,441
322,381
115,153
115,299
24,184
49,441
66,457
191,238
191,287
238,287
107,342
73,381
73,319
44,428
173,322
256,341
35,431
141,309
141,342
287,428
309,342
441,449
82,330
173,316
289,342
115,154
115,176
154,176
162,229
210,409
299,457
36,66
66,299
136,355
146,456
193,217
163,299
4,102
49,74
163,457
253,380
330,456
380,400
381,382
101,426
192,392
201,468
355,422
48,332
163,453
177,248
217,324
239,299
239,453
299,453
324,330
324,393
453,457
7,455
46,380
58,409
76,142
99,229
184,438
188,467
253,339
296,467
339,400
76,287
87,287
99,245
228,328
274,453
284,392
298,414
263,415
334,418
123,403
160,316
300,391
44,174
174,242
316,330
95,128
323,446
2,404
192,284
276,465
61,262
229,341
444,454
117,156
215,246
215,387
246,387
36,453
98,192
119,157
229,245
110,407
134,192
311,338
61,401
262,401
2,311
401,432
99,298
228,465
350,356
57,58
98,350
61,349
88,142
182,195
349,356
57,350
58,350
12,129
57,307
58,307
140,248
233,348
240,403
307,356
23,453
23,457
88,443
98,307
142,443
156,197
307,350
61,237
237,262
296,372
91,99
75,414
183,298
191,217
215,415
58,98
137,287
276,312
304,343
312,384
66,312
6,209
108,403
330,380
276,380
375,380
2,387
4,417
341,450
108,392
184,300
2,128
154,177
392,403
309,310
217,380
287,464
380,465
172,310
380,393
375,393
380,461
57,461
311,387
109,196
387,450
425,445
4,330
4,380
259,391
1,189
264,340
196,375
196,380
4,109
114,288
181,459
378,459
453,456
44,233
63,163
80,290
96,302
183,297
218,456
230,375
230,380
332,333
61,74
220,277
245,363
4,375
7,196
35,408
130,270
459,467
42,102
169,238
4,166
46,169
63,463
316,408
277,311
285,339
366,369
178,381
221,302
223,426
311,404
352,451
47,459
58,215
58,311
58,404
96,221
96,400
215,404
221,400
302,400
277,357
107,343
130,451
138,357
33,390
66,392
78,88
112,404
49,392
35,183
153,154
183,316
46,238
66,468
377,450
4,35
174,191
299,377
4,316
102,105
162,377
277,404
153,403
165,170
170,370
49,66
116,250
255,366
377,401
4,298
23,346
65,287
255,306
285,346
12,421
101,169
147,341
24,440
138,387
101,132
101,276
101,465
132,276
132,465
35,169
138,234
142,448
259,392
82,84
82,287
176,224
229,459
130,235
163,168
174,464
84,199
96,123
96,185
123,185
52,192
52,193
232,276
259,274
287,392
66,441
76,165
250,421
35,225
12,250
166,459
76,308
341,448
42,192
42,193
165,286
14,202
42,298
93,335
193,340
193,341
141,183
217,232
238,348
57,431
128,357
380,383
96,381
157,441
206,348
367,370
35,82
49,336
206,443
370,439
176,386
185,196
232,286
279,300
403,442
161,387
23,144
82,216
287,357
80,99
75,141
144,238
267,450
162,401
35,80
96,298
26,35
26,102
99,304
99,423
104,161
157,304
366,367
93,399
138,246
153,374
161,341
84,421
206,310
227,421
97,174
232,375
239,304
239,343
297,443
304,399
343,399
66,449
240,297
263,456
265,369
370,385
144,454
161,179
19,426
59,370
238,454
97,191
91,361
147,161
297,298
385,439
395,463
26,99
26,298
147,387
335,354
92,354
65,332
65,333
216,306
392,454
134,215
456,457
93,354
97,215
23,392
36,392
239,392
392,457
251,375
221,334
92,367
392,456
97,277
392,453
189,205
220,437
307,370
65,374
225,269
377,407
30,277
45,169
59,154
29,239
102,185
374,421
106,211
23,29
280,464
389,449
217,226
217,290
226,290
163,454
46,387
168,423
169,348
184,328
29,163
97,309
46,357
169,454
348,454
44,169
92,239
93,239
115,448
179,337
208,450
24,102
30,58
46,163
92,457
163,357
3,389
17,376
38,184
92,453
277,309
74,197
93,457
20,130
30,357
56,102
276,337
97,287
58,451
311,357
58,161
337,465
153,249
299,456
217,337
236,299
266,454
58,277
3,234
46,319
369,370
46,208
236,456
266,300
109,175
46,450
47,427
217,230
230,276
230,465
300,454
126,262
300,372
58,123
61,126
185,286
153,349
76,275
73,449
109,276
109,465
191,242
276,461
461,465
83,461
83,465
48,333
83,276
127,388
295,333
76,349
29,36
48,263
172,275
217,461
338,414
29,457
87,172
87,275
87,349
172,349
275,349
48,49
49,263
49,295
263,295
160,196
26,86
104,324
44,348
237,453
237,457
405,443
456,461
105,153
107,277
169,173
173,348
35,132
237,461
44,427
265,384
69,465
201,349
76,201
104,259
36,237
87,201
201,275
237,239
242,456
173,459
66,461
115,411
