1	2
1	5
1	6
1	7
1	17
1	182
1	187
1	233
1	303
1	322
1	353
1	467
1	484
1	499
2	3
2	5
2	8
2	9
2	10
2	11
2	12
2	14
2	16
2	19
2	22
2	29
2	32
2	34
2	36
2	37
2	39
2	57
2	61
2	66
2	70
2	72
2	76
2	79
2	93
2	95
2	99
2	110
2	115
2	116
2	123
2	124
2	125
2	137
2	147
2	162
2	172
2	195
2	199
2	218
2	219
2	223
2	225
2	228
2	229
2	247
2	284
2	298
2	318
2	326
2	335
2	341
2	392
2	406
2	409
2	414
2	419
2	434
2	442
2	463
2	480
3	4
3	21
3	35
3	174
3	220
3	354
3	409
4	5
4	6
4	7
4	9
4	11
4	12
4	13
4	14
4	17
4	22
4	31
4	33
4	37
4	41
4	42
4	48
4	56
4	58
4	68
4	73
4	84
4	88
4	96
4	101
4	102
4	104
4	108
4	109
4	119
4	120
4	124
4	128
4	130
4	131
4	143
4	144
4	169
4	177
4	211
4	212
4	253
4	268
4	269
4	276
4	330
4	344
4	346
4	347
4	356
4	368
4	376
4	385
4	404
4	411
4	426
4	474
4	495
5	6
5	7
5	8
5	9
5	10
5	11
5	13
5	16
5	21
5	23
5	24
5	25
5	30
5	31
5	43
5	45
5	46
5	47
5	48
5	60
5	68
5	76
5	79
5	80
5	81
5	85
5	104
5	107
5	114
5	115
5	134
5	193
5	207
5	208
5	214
5	232
5	237
5	244
5	252
5	254
5	263
5	271
5	288
5	305
5	327
5	360
5	362
5	364
5	368
5	375
5	387
5	422
5	425
5	426
5	440
5	447
5	449
5	455
5	466
5	470
5	497
5	498
6	10
6	12
6	18
6	24
6	28
6	54
6	59
6	77
6	84
6	90
6	97
6	109
6	111
6	162
6	190
6	238
6	251
6	253
6	270
6	278
6	290
6	296
6	306
6	308
6	321
6	335
6	375
6	389
6	411
7	8
7	15
7	18
7	19
7	23
7	27
7	48
7	54
7	58
7	62
7	71
7	81
7	93
7	112
7	132
7	155
7	158
7	227
7	241
7	254
7	277
7	279
7	289
7	290
7	295
7	303
7	319
7	383
7	392
7	494
8	25
8	52
8	91
